payment_final_amount,payment_method_id,payment_created_at
640.00,2,2025-06-01 08:31:25
928.00,4,2025-06-01 08:31:26
576.00,4,2025-06-01 08:31:27
288.00,1,2025-06-01 08:31:29
848.00,5,2025-06-01 08:31:32
1408.00,3,2025-06-01 08:31:36
1168.00,3,2025-06-01 08:31:38
576.00,5,2025-06-01 08:31:39
1520.00,1,2025-06-01 08:31:42
512.00,4,2025-06-01 08:31:44
288.00,2,2025-06-01 08:31:46
1872.00,4,2025-06-01 08:31:48
1216.00,4,2025-06-01 08:31:50
1344.00,3,2025-06-01 08:31:51
1072.00,1,2025-06-01 08:31:54
864.00,5,2025-06-01 08:31:55
576.00,4,2025-06-01 08:31:58
480.00,4,2025-06-01 08:31:59
832.00,3,2025-06-01 08:32:00
1024.00,5,2025-06-01 08:32:01
1376.00,1,2025-06-01 08:32:02
2128.00,4,2025-06-01 08:32:03
576.00,3,2025-06-01 08:32:04
1728.00,4,2025-06-01 08:32:07
1024.00,1,2025-06-01 08:32:09
288.00,3,2025-06-01 08:32:14
1760.00,3,2025-06-01 08:32:15
1280.00,4,2025-06-01 08:32:17
1088.00,3,2025-06-01 08:32:22
1200.00,3,2025-06-01 08:32:23
2352.00,2,2025-06-01 08:32:24
1440.00,3,2025-06-01 08:32:26
768.00,5,2025-06-01 08:32:27
864.00,2,2025-06-01 08:32:29
1376.00,1,2025-06-01 08:32:36
1088.00,5,2025-06-01 08:32:41
976.00,5,2025-06-01 08:32:43
256.00,3,2025-06-01 08:32:45
192.00,3,2025-06-01 08:32:47
192.00,2,2025-06-01 08:32:49
288.00,1,2025-06-01 08:32:52
1120.00,1,2025-06-01 08:32:54
1856.00,2,2025-06-01 08:32:58
1776.00,2,2025-06-01 08:32:59
576.00,1,2025-06-01 08:33:00
608.00,3,2025-06-01 08:33:03
640.00,3,2025-06-01 08:33:04
960.00,4,2025-06-01 08:33:05
288.00,1,2025-06-01 08:33:10
384.00,3,2025-06-01 08:33:11
1696.00,3,2025-06-01 08:33:12
1856.00,2,2025-06-01 08:33:16
1088.00,4,2025-06-01 08:33:18
1088.00,4,2025-06-01 08:33:19
576.00,5,2025-06-01 08:33:20
896.00,5,2025-06-01 08:33:22
304.00,4,2025-06-01 08:33:24
1632.00,4,2025-06-01 08:33:31
2096.00,5,2025-06-01 08:33:32
608.00,2,2025-06-01 08:33:35
256.00,1,2025-06-01 08:33:41
224.00,1,2025-06-01 08:33:42
1408.00,1,2025-06-01 08:33:44
832.00,5,2025-06-01 08:33:45
1472.00,4,2025-06-01 08:33:47
1600.00,5,2025-06-01 08:33:49
608.00,3,2025-06-01 08:33:52
1888.00,4,2025-06-01 08:33:53
640.00,4,2025-06-01 08:33:57
256.00,3,2025-06-01 08:33:59
1216.00,3,2025-06-01 08:34:00
1456.00,4,2025-06-01 08:34:01
288.00,4,2025-06-01 08:34:08
928.00,2,2025-06-01 08:34:09
1680.00,4,2025-06-01 08:34:13
1152.00,5,2025-06-01 08:34:16
288.00,5,2025-06-01 08:34:17
576.00,2,2025-06-01 08:34:19
512.00,3,2025-06-01 08:34:22
864.00,2,2025-06-01 08:34:23
1776.00,2,2025-06-01 08:34:24
1392.00,4,2025-06-01 08:34:26
768.00,2,2025-06-01 08:34:30
576.00,4,2025-06-01 08:34:34
912.00,4,2025-06-01 08:34:37
1344.00,5,2025-06-01 08:34:39
960.00,5,2025-06-01 08:34:40
768.00,2,2025-06-01 08:34:46
1216.00,3,2025-06-01 08:34:48
1840.00,3,2025-06-01 08:34:49
832.00,2,2025-06-01 08:34:50
1216.00,4,2025-06-01 08:34:53
1376.00,2,2025-06-01 08:35:00
1216.00,3,2025-06-01 08:35:01
1168.00,1,2025-06-01 08:35:02
1536.00,5,2025-06-01 08:35:04
288.00,5,2025-06-01 08:35:05
2288.00,2,2025-06-01 08:35:12
304.00,4,2025-06-01 08:35:13
480.00,4,2025-06-01 08:35:14
288.00,5,2025-06-01 08:35:16
1440.00,4,2025-06-01 08:35:19
1760.00,4,2025-06-01 08:35:21
608.00,5,2025-06-01 08:35:22
960.00,5,2025-06-01 08:35:24
512.00,4,2025-06-01 08:35:25
672.00,1,2025-06-01 08:35:30
896.00,5,2025-06-01 08:35:33
1952.00,4,2025-06-01 08:35:34
1600.00,2,2025-06-01 08:35:38
960.00,1,2025-06-01 08:35:39
672.00,1,2025-06-01 08:35:40
288.00,3,2025-06-01 08:35:41
1408.00,2,2025-06-01 08:35:42
768.00,2,2025-06-01 08:35:43
1248.00,3,2025-06-01 08:35:45
800.00,5,2025-06-01 08:35:46
1056.00,3,2025-06-01 08:35:47
896.00,1,2025-06-01 08:35:50
1056.00,1,2025-06-01 08:35:53
1488.00,2,2025-06-01 08:35:54
512.00,5,2025-06-01 08:35:58
2400.00,2,2025-06-01 08:36:00
1440.00,5,2025-06-01 08:36:01
1248.00,2,2025-06-01 08:36:02
864.00,1,2025-06-01 08:36:04
1088.00,4,2025-06-01 08:36:07
1568.00,4,2025-06-01 08:36:08
1488.00,1,2025-06-01 08:36:12
2112.00,5,2025-06-01 08:36:15
1920.00,4,2025-06-01 08:36:16
1152.00,5,2025-06-01 08:36:18
864.00,4,2025-06-01 08:36:21
672.00,2,2025-06-01 08:36:23
2144.00,3,2025-06-01 08:36:27
1184.00,4,2025-06-01 08:36:30
320.00,2,2025-06-01 08:36:35
960.00,5,2025-06-01 08:36:37
1184.00,3,2025-06-01 08:36:38
2272.00,1,2025-06-01 08:36:40
672.00,2,2025-06-01 08:36:44
2080.00,2,2025-06-01 08:36:45
224.00,3,2025-06-01 08:36:48
512.00,3,2025-06-01 08:36:52
2048.00,2,2025-06-01 08:36:53
1312.00,1,2025-06-01 08:36:55
304.00,1,2025-06-01 08:36:56
2176.00,3,2025-06-01 08:36:57
576.00,4,2025-06-01 08:36:58
928.00,1,2025-06-01 08:36:59
1280.00,5,2025-06-01 08:37:02
192.00,2,2025-06-01 08:37:03
1856.00,5,2025-06-01 08:37:07
1504.00,1,2025-06-01 08:37:08
640.00,5,2025-06-01 08:37:09
1072.00,2,2025-06-01 08:37:12
1152.00,2,2025-06-01 08:37:13
896.00,4,2025-06-01 08:37:16
1120.00,2,2025-06-01 08:37:19
576.00,2,2025-06-01 08:37:20
1264.00,1,2025-06-01 08:37:22
736.00,1,2025-06-01 08:37:23
1456.00,3,2025-06-01 08:37:26
2096.00,1,2025-06-01 08:37:27
640.00,1,2025-06-01 08:37:31
864.00,2,2025-06-01 08:37:34
1792.00,1,2025-06-01 08:37:36
512.00,5,2025-06-01 08:37:38
688.00,4,2025-06-01 08:37:39
1344.00,4,2025-06-01 08:37:41
864.00,2,2025-06-01 08:37:43
768.00,5,2025-06-01 08:37:45
1024.00,3,2025-06-01 08:37:48
608.00,1,2025-06-01 08:37:49
1280.00,2,2025-06-01 08:37:50
256.00,1,2025-06-01 08:37:51
1344.00,2,2025-06-01 08:37:53
512.00,5,2025-06-01 08:37:54
1904.00,1,2025-06-01 08:37:56
2080.00,1,2025-06-01 08:37:57
1680.00,2,2025-06-01 08:38:00
1536.00,4,2025-06-01 08:38:01
1152.00,5,2025-06-01 08:38:03
864.00,1,2025-06-01 08:38:08
1040.00,1,2025-06-01 08:38:18
576.00,5,2025-06-01 08:38:22
256.00,1,2025-06-01 08:38:24
1056.00,5,2025-06-01 08:38:28
1664.00,1,2025-06-01 08:38:31
192.00,1,2025-06-01 08:38:32
768.00,3,2025-06-01 08:38:33
2784.00,3,2025-06-01 08:38:34
832.00,3,2025-06-01 08:38:36
864.00,3,2025-06-01 08:38:37
2464.00,1,2025-06-01 08:38:40
288.00,1,2025-06-01 08:38:43
608.00,5,2025-06-01 08:38:54
960.00,2,2025-06-01 08:38:55
1760.00,5,2025-06-01 08:38:58
1536.00,1,2025-06-01 08:38:59
2128.00,3,2025-06-01 08:39:03
2000.00,4,2025-06-01 08:39:05
640.00,1,2025-06-01 08:39:06
288.00,1,2025-06-01 08:39:07
1088.00,2,2025-06-01 08:39:08
1728.00,5,2025-06-01 08:39:11
1664.00,4,2025-06-01 08:39:14
768.00,2,2025-06-01 08:39:15
1328.00,3,2025-06-01 08:39:17
512.00,5,2025-06-01 08:39:18
1984.00,1,2025-06-01 08:39:19
224.00,3,2025-06-01 08:39:20
800.00,5,2025-06-01 08:39:23
288.00,4,2025-06-01 08:39:24
960.00,5,2025-06-01 08:39:25
1056.00,4,2025-06-01 08:39:26
960.00,3,2025-06-01 08:39:29
1568.00,2,2025-06-01 08:39:30
608.00,4,2025-06-01 08:39:33
320.00,1,2025-06-01 08:39:35
752.00,1,2025-06-01 08:39:36
544.00,3,2025-06-01 08:39:42
192.00,5,2025-06-01 08:39:45
1680.00,4,2025-06-01 08:39:47
1344.00,4,2025-06-01 08:39:51
448.00,5,2025-06-01 08:39:52
864.00,5,2025-06-01 08:39:59
1760.00,4,2025-06-01 08:40:00
320.00,2,2025-06-01 08:40:02
224.00,4,2025-06-01 08:40:03
1184.00,1,2025-06-01 08:40:08
2080.00,3,2025-06-01 08:40:09
192.00,2,2025-06-01 08:40:10
1376.00,1,2025-06-01 08:40:15
768.00,5,2025-06-01 08:40:18
1024.00,4,2025-06-01 08:40:19
1248.00,1,2025-06-01 08:40:21
1344.00,3,2025-06-01 08:40:22
512.00,5,2025-06-01 08:40:24
912.00,2,2025-06-01 08:40:30
1504.00,1,2025-06-01 08:40:31
576.00,1,2025-06-01 08:40:34
224.00,2,2025-06-01 08:40:36
1056.00,2,2025-06-01 08:40:37
384.00,4,2025-06-01 08:40:39
1744.00,4,2025-06-01 08:40:41
1440.00,2,2025-06-01 08:40:45
256.00,1,2025-06-01 08:40:46
1200.00,2,2025-06-01 08:40:47
608.00,1,2025-06-01 08:40:49
1168.00,1,2025-06-01 08:40:55
960.00,1,2025-06-01 08:40:56
384.00,4,2025-06-01 08:40:58
320.00,4,2025-06-01 08:41:03
960.00,5,2025-06-01 08:41:04
1152.00,4,2025-06-01 08:41:06
576.00,2,2025-06-01 08:41:07
1312.00,4,2025-06-01 08:41:11
2016.00,5,2025-06-01 08:41:12
1344.00,3,2025-06-01 08:41:13
640.00,1,2025-06-01 08:41:14
2240.00,5,2025-06-01 08:41:16
1440.00,1,2025-06-01 08:41:17
512.00,1,2025-06-01 08:41:19
672.00,4,2025-06-01 08:41:20
512.00,2,2025-06-01 08:41:22
768.00,4,2025-06-01 08:41:23
1760.00,5,2025-06-01 08:41:24
1936.00,3,2025-06-01 08:41:28
640.00,1,2025-06-01 08:41:29
544.00,4,2025-06-01 08:41:30
1120.00,1,2025-06-01 08:41:31
912.00,1,2025-06-01 08:41:35
800.00,5,2025-06-01 08:41:36
800.00,1,2025-06-01 08:41:40
1488.00,4,2025-06-01 08:41:43
1152.00,4,2025-06-01 08:41:46
672.00,4,2025-06-01 08:41:49
1472.00,3,2025-06-01 08:41:50
768.00,2,2025-06-01 08:41:52
448.00,5,2025-06-01 08:41:54
688.00,2,2025-06-01 08:42:05
1152.00,5,2025-06-01 08:42:07
2208.00,3,2025-06-01 08:42:12
992.00,1,2025-06-01 08:42:16
800.00,2,2025-06-01 08:42:18
384.00,5,2025-06-01 08:42:20
1728.00,2,2025-06-01 08:42:26
1248.00,4,2025-06-01 08:42:27
1216.00,1,2025-06-01 08:42:28
512.00,4,2025-06-01 08:42:29
912.00,1,2025-06-01 08:42:31
1568.00,2,2025-06-01 08:42:32
1536.00,2,2025-06-01 08:42:33
1568.00,4,2025-06-01 08:42:37
832.00,3,2025-06-01 08:42:41
576.00,3,2025-06-01 08:42:42
1888.00,4,2025-06-01 08:42:45
736.00,3,2025-06-01 08:42:46
2080.00,5,2025-06-01 08:42:48
224.00,2,2025-06-01 08:42:50
864.00,1,2025-06-01 08:42:52
1600.00,4,2025-06-01 08:42:53
512.00,2,2025-06-01 08:42:54
1824.00,4,2025-06-01 08:42:55
1728.00,2,2025-06-01 08:42:56
928.00,1,2025-06-01 08:42:58
2496.00,5,2025-06-01 08:43:02
320.00,5,2025-06-01 08:43:03
736.00,2,2025-06-01 08:43:06
1024.00,4,2025-06-01 08:43:07
1600.00,3,2025-06-01 08:43:10
832.00,1,2025-06-01 08:43:14
672.00,3,2025-06-01 08:43:15
384.00,5,2025-06-01 08:43:16
960.00,5,2025-06-01 08:43:17
912.00,5,2025-06-01 08:43:22
1120.00,4,2025-06-01 08:43:24
2272.00,5,2025-06-01 08:43:26
1536.00,3,2025-06-01 08:43:29
704.00,3,2025-06-01 08:43:30
1520.00,5,2025-06-01 08:43:33
1344.00,1,2025-06-01 08:43:34
1120.00,4,2025-06-01 08:43:42
1184.00,1,2025-06-01 08:43:46
224.00,1,2025-06-01 08:43:47
1504.00,3,2025-06-01 08:43:49
512.00,2,2025-06-01 08:43:51
576.00,4,2025-06-01 08:43:52
1536.00,3,2025-06-01 08:43:54
2160.00,3,2025-06-01 08:43:56
256.00,5,2025-06-01 08:43:57
576.00,3,2025-06-01 08:43:58
1504.00,1,2025-06-01 08:43:59
1568.00,1,2025-06-01 08:44:01
192.00,2,2025-06-01 08:44:02
832.00,5,2025-06-01 08:44:04
928.00,1,2025-06-01 08:44:06
1728.00,5,2025-06-01 08:44:08
768.00,1,2025-06-01 08:44:10
928.00,3,2025-06-01 08:44:12
1168.00,5,2025-06-01 08:44:13
384.00,3,2025-06-01 08:44:16
576.00,1,2025-06-01 08:44:18
896.00,4,2025-06-01 08:44:25
960.00,1,2025-06-01 08:44:27
592.00,1,2025-06-01 08:44:29
2144.00,2,2025-06-01 08:44:30
192.00,1,2025-06-01 08:44:32
832.00,1,2025-06-01 08:44:34
576.00,2,2025-06-01 08:44:35
768.00,3,2025-06-01 08:44:37
288.00,5,2025-06-01 08:44:45
864.00,5,2025-06-01 08:44:47
256.00,4,2025-06-01 08:44:48
912.00,3,2025-06-01 08:44:50
2336.00,2,2025-06-01 08:44:53
512.00,5,2025-06-01 08:44:56
1280.00,3,2025-06-01 08:44:57
1120.00,3,2025-06-01 08:45:05
2288.00,1,2025-06-01 08:45:06
1024.00,4,2025-06-01 08:45:08
960.00,4,2025-06-01 08:45:10
864.00,5,2025-06-01 08:45:11
768.00,4,2025-06-01 08:45:12
1440.00,4,2025-06-01 08:45:13
256.00,3,2025-06-01 08:45:14
1184.00,4,2025-06-01 08:45:16
864.00,1,2025-06-01 08:45:17
2208.00,5,2025-06-01 08:45:18
1408.00,1,2025-06-01 08:45:22
1152.00,5,2025-06-01 08:45:26
2016.00,4,2025-06-01 08:45:31
608.00,5,2025-06-01 08:45:33
960.00,2,2025-06-01 08:45:34
2128.00,4,2025-06-01 08:45:36
640.00,1,2025-06-01 08:45:41
1472.00,2,2025-06-01 08:45:44
1120.00,1,2025-06-01 08:45:48
512.00,2,2025-06-01 08:45:50
1184.00,3,2025-06-01 08:45:52
1872.00,2,2025-06-01 08:45:55
1024.00,4,2025-06-01 08:45:56
512.00,1,2025-06-01 08:45:58
1472.00,1,2025-06-01 08:46:00
1376.00,2,2025-06-01 08:46:01
1168.00,2,2025-06-01 08:46:03
1616.00,5,2025-06-01 08:46:05
512.00,4,2025-06-01 08:46:10
864.00,3,2025-06-01 08:46:12
1168.00,3,2025-06-01 08:46:13
960.00,2,2025-06-01 08:46:15
1824.00,2,2025-06-01 08:46:16
2736.00,4,2025-06-01 08:46:17
2048.00,1,2025-06-01 08:46:18
1952.00,5,2025-06-01 08:46:19
768.00,5,2025-06-01 08:46:21
1248.00,4,2025-06-01 08:46:25
816.00,1,2025-06-01 08:46:26
1600.00,1,2025-06-01 08:46:27
2144.00,1,2025-06-01 08:46:28
224.00,2,2025-06-01 08:46:30
1344.00,1,2025-06-01 08:46:33
1328.00,1,2025-06-01 08:46:35
2016.00,2,2025-06-01 08:46:38
1152.00,1,2025-06-01 08:46:41
960.00,2,2025-06-01 08:46:42
256.00,5,2025-06-01 08:46:43
384.00,5,2025-06-01 08:46:44
192.00,3,2025-06-01 08:46:45
1680.00,1,2025-06-01 08:46:51
1856.00,5,2025-06-01 08:46:53
768.00,4,2025-06-01 08:46:54
672.00,2,2025-06-01 08:46:55
960.00,4,2025-06-01 08:46:59
960.00,5,2025-06-01 08:47:00
832.00,1,2025-06-01 08:47:01
672.00,3,2025-06-01 08:47:04
1664.00,1,2025-06-01 08:47:05
896.00,1,2025-06-01 08:47:09
1840.00,4,2025-06-01 08:47:10
864.00,2,2025-06-01 08:47:11
512.00,4,2025-06-01 08:47:12
864.00,4,2025-06-01 08:47:13
688.00,3,2025-06-01 08:47:14
1920.00,4,2025-06-01 08:47:17
512.00,4,2025-06-01 08:47:18
1760.00,1,2025-06-01 08:47:19
672.00,2,2025-06-01 08:47:20
2544.00,5,2025-06-01 08:47:21
192.00,2,2025-06-01 08:47:30
1776.00,1,2025-06-01 08:47:32
288.00,1,2025-06-01 08:47:34
608.00,4,2025-06-01 08:47:36
1728.00,1,2025-06-01 08:47:42
1024.00,3,2025-06-01 08:47:44
512.00,3,2025-06-01 08:47:45
1904.00,1,2025-06-01 08:47:46
512.00,1,2025-06-01 08:47:50
960.00,3,2025-06-01 08:47:51
288.00,5,2025-06-01 08:47:52
960.00,3,2025-06-01 08:47:55
2112.00,3,2025-06-01 08:47:56
1248.00,5,2025-06-01 08:47:58
768.00,1,2025-06-01 08:48:00
384.00,5,2025-06-01 08:48:01
2000.00,3,2025-06-01 08:48:02
1200.00,4,2025-06-01 08:48:03
1664.00,3,2025-06-01 08:48:06
1056.00,4,2025-06-01 08:48:09
1248.00,4,2025-06-01 08:48:10
256.00,2,2025-06-01 08:48:12
1488.00,5,2025-06-01 08:48:13
912.00,5,2025-06-01 08:48:14
1840.00,4,2025-06-01 08:48:15
672.00,1,2025-06-01 08:48:16
512.00,2,2025-06-01 08:48:17
928.00,1,2025-06-01 08:48:20
1952.00,3,2025-06-01 08:48:22
1408.00,2,2025-06-01 08:48:25
1024.00,2,2025-06-01 08:48:28
672.00,3,2025-06-01 08:48:29
1248.00,2,2025-06-01 08:48:30
448.00,2,2025-06-01 08:48:32
1824.00,4,2025-06-01 08:48:36
1728.00,2,2025-06-01 08:48:38
896.00,4,2025-06-01 08:48:41
1824.00,4,2025-06-01 08:48:43
256.00,3,2025-06-01 08:48:45
1632.00,5,2025-06-01 08:48:46
2336.00,3,2025-06-01 08:48:48
1920.00,3,2025-06-01 08:48:49
512.00,3,2025-06-01 08:48:51
1216.00,2,2025-06-01 08:48:55
1728.00,5,2025-06-01 08:48:59
1088.00,5,2025-06-01 08:49:03
1248.00,4,2025-06-01 08:49:05
384.00,5,2025-06-01 08:49:07
1424.00,2,2025-06-01 08:49:09
2048.00,1,2025-06-01 08:49:10
1056.00,2,2025-06-01 08:49:19
576.00,5,2025-06-01 08:49:23
1536.00,4,2025-06-01 08:49:24
512.00,2,2025-06-01 08:49:25
880.00,5,2025-06-01 08:49:27
224.00,1,2025-06-01 08:49:31
1744.00,3,2025-06-01 08:49:32
1968.00,5,2025-06-01 08:49:35
992.00,1,2025-06-01 08:49:37
1344.00,2,2025-06-01 08:49:41
1088.00,2,2025-06-01 08:49:42
672.00,5,2025-06-01 08:49:44
592.00,3,2025-06-01 08:49:50
1824.00,5,2025-06-01 08:49:51
896.00,3,2025-06-01 08:49:56
1440.00,2,2025-06-01 08:50:02
1920.00,2,2025-06-01 08:50:04
864.00,3,2025-06-01 08:50:05
992.00,3,2025-06-01 08:50:06
1920.00,1,2025-06-01 08:50:10
512.00,2,2025-06-01 08:50:11
1120.00,1,2025-06-01 08:50:14
1536.00,2,2025-06-01 08:50:17
1520.00,2,2025-06-01 08:50:22
912.00,5,2025-06-01 08:50:24
768.00,2,2025-06-01 08:50:26
576.00,5,2025-06-01 08:50:32
736.00,1,2025-06-01 08:50:33
1504.00,5,2025-06-01 08:50:36
768.00,3,2025-06-01 08:50:37
1856.00,4,2025-06-01 08:50:40
672.00,2,2025-06-01 08:50:44
864.00,3,2025-06-01 08:50:45
2048.00,3,2025-06-01 08:50:48
304.00,4,2025-06-01 08:50:50
320.00,5,2025-06-01 08:50:52
2048.00,5,2025-06-01 08:50:55
832.00,3,2025-06-01 08:50:57
896.00,3,2025-06-01 08:51:00
912.00,2,2025-06-01 08:51:08
1216.00,3,2025-06-01 08:51:10
1728.00,5,2025-06-01 08:51:13
1632.00,2,2025-06-01 08:51:14
768.00,3,2025-06-01 08:51:15
288.00,1,2025-06-01 08:51:20
1024.00,5,2025-06-01 08:51:22
832.00,3,2025-06-01 08:51:23
1536.00,2,2025-06-01 08:51:24
1312.00,2,2025-06-01 08:51:25
304.00,5,2025-06-01 08:51:26
992.00,1,2025-06-01 08:51:27
768.00,5,2025-06-01 08:51:28
912.00,3,2025-06-01 08:51:29
864.00,2,2025-06-01 08:51:30
1504.00,2,2025-06-01 08:51:35
1728.00,3,2025-06-01 08:51:37
864.00,3,2025-06-01 08:51:41
864.00,1,2025-06-01 08:51:42
1344.00,3,2025-06-01 08:51:43
1056.00,2,2025-06-01 08:51:44
1856.00,1,2025-06-01 08:51:46
480.00,4,2025-06-01 08:51:52
912.00,2,2025-06-01 08:51:53
832.00,1,2025-06-01 08:51:56
1120.00,4,2025-06-01 08:52:01
512.00,5,2025-06-01 08:52:09
832.00,1,2025-06-01 08:52:10
864.00,5,2025-06-01 08:52:11
800.00,5,2025-06-01 08:52:13
2032.00,1,2025-06-01 08:52:14
1744.00,1,2025-06-01 08:52:15
768.00,1,2025-06-01 08:52:16
1280.00,3,2025-06-01 08:52:17
256.00,2,2025-06-01 08:52:22
1824.00,4,2025-06-01 08:52:23
1216.00,5,2025-06-01 08:52:24
192.00,3,2025-06-01 08:52:25
832.00,4,2025-06-01 08:52:27
192.00,3,2025-06-01 08:52:29
960.00,1,2025-06-01 08:52:30
704.00,2,2025-06-01 08:52:33
992.00,4,2025-06-01 08:52:34
1488.00,2,2025-06-01 08:52:35
2032.00,4,2025-06-01 08:52:38
960.00,2,2025-06-01 08:52:39
1472.00,3,2025-06-01 08:52:42
1696.00,2,2025-06-01 08:52:44
800.00,1,2025-06-01 08:52:45
1120.00,4,2025-06-01 08:52:46
1168.00,3,2025-06-01 08:52:52
2352.00,1,2025-06-01 08:52:57
1296.00,2,2025-06-01 08:53:00
320.00,5,2025-06-01 08:53:02
1424.00,1,2025-06-01 08:53:03
2448.00,3,2025-06-01 08:53:10
960.00,5,2025-06-01 08:53:17
1744.00,3,2025-06-01 08:53:21
384.00,3,2025-06-01 08:53:22
1888.00,4,2025-06-01 08:53:27
2544.00,2,2025-06-01 08:53:28
672.00,3,2025-06-01 08:53:31
608.00,3,2025-06-01 08:53:33
320.00,4,2025-06-01 08:53:39
1792.00,3,2025-06-01 08:53:40
1152.00,2,2025-06-01 08:53:41
1440.00,3,2025-06-01 08:53:42
1360.00,1,2025-06-01 08:53:43
224.00,2,2025-06-01 08:53:45
2112.00,5,2025-06-01 08:53:47
576.00,1,2025-06-01 08:53:51
1664.00,5,2025-06-01 08:53:54
1376.00,2,2025-06-01 08:53:56
224.00,3,2025-06-01 08:53:58
1376.00,3,2025-06-01 08:53:59
864.00,4,2025-06-01 08:54:01
912.00,1,2025-06-01 08:54:02
1248.00,5,2025-06-01 08:54:05
288.00,4,2025-06-01 08:54:07
320.00,2,2025-06-01 08:54:08
704.00,5,2025-06-01 08:54:13
672.00,5,2025-06-01 08:54:14
1056.00,2,2025-06-01 08:54:16
1984.00,3,2025-06-01 08:54:17
1520.00,5,2025-06-01 08:54:19
1488.00,4,2025-06-01 08:54:23
448.00,1,2025-06-01 08:54:24
672.00,5,2025-06-01 08:54:25
1824.00,2,2025-06-01 08:54:26
768.00,3,2025-06-01 08:54:27
1920.00,2,2025-06-01 08:54:32
1024.00,4,2025-06-01 08:54:35
256.00,1,2025-06-01 08:54:38
1088.00,4,2025-06-01 08:54:41
864.00,5,2025-06-01 08:54:42
960.00,3,2025-06-01 08:54:45
512.00,4,2025-06-01 08:54:49
1152.00,4,2025-06-01 08:54:52
512.00,5,2025-06-01 08:54:55
768.00,1,2025-06-01 08:54:57
1408.00,1,2025-06-01 08:55:01
288.00,1,2025-06-01 08:55:03
320.00,1,2025-06-01 08:55:07
608.00,1,2025-06-01 08:55:11
512.00,1,2025-06-01 08:55:12
1280.00,1,2025-06-01 08:55:15
608.00,1,2025-06-01 08:55:16
256.00,3,2025-06-01 08:55:18
1024.00,4,2025-06-01 08:55:19
2144.00,2,2025-06-01 08:55:20
384.00,5,2025-06-01 08:55:26
1792.00,1,2025-06-01 08:55:28
1728.00,1,2025-06-01 08:55:31
1872.00,4,2025-06-01 08:55:32
1536.00,1,2025-06-01 08:55:33
1216.00,5,2025-06-01 08:55:34
384.00,5,2025-06-01 08:55:35
2112.00,1,2025-06-01 08:55:37
944.00,2,2025-06-01 08:55:40
768.00,3,2025-06-01 08:55:43
1120.00,5,2025-06-01 08:55:44
1024.00,2,2025-06-01 08:55:46
608.00,3,2025-06-01 08:55:47
976.00,2,2025-06-01 08:55:54
640.00,4,2025-06-01 08:55:56
1312.00,5,2025-06-01 08:55:58
864.00,2,2025-06-01 08:56:03
1760.00,2,2025-06-01 08:56:05
1920.00,3,2025-06-01 08:56:06
2448.00,1,2025-06-01 08:56:07
1152.00,3,2025-06-01 08:56:10
864.00,4,2025-06-01 08:56:11
1280.00,4,2025-06-01 08:56:12
448.00,1,2025-06-01 08:56:13
912.00,3,2025-06-01 08:56:14
1600.00,3,2025-06-01 08:56:15
512.00,3,2025-06-01 08:56:16
2272.00,2,2025-06-01 08:56:18
1344.00,3,2025-06-01 08:56:20
864.00,3,2025-06-01 08:56:22
576.00,2,2025-06-01 08:56:23
576.00,1,2025-06-01 08:56:25
1696.00,4,2025-06-01 08:56:27
960.00,5,2025-06-01 08:56:30
2304.00,5,2025-06-01 08:56:31
224.00,3,2025-06-01 08:56:33
640.00,2,2025-06-01 08:56:34
608.00,5,2025-06-01 08:56:37
1312.00,3,2025-06-01 08:56:38
2080.00,5,2025-06-01 08:56:44
672.00,5,2025-06-01 08:56:45
512.00,5,2025-06-01 08:56:46
1728.00,1,2025-06-01 08:56:49
576.00,4,2025-06-01 08:56:50
1856.00,5,2025-06-01 08:56:54
1408.00,3,2025-06-01 08:56:55
1440.00,2,2025-06-01 08:57:01
1280.00,4,2025-06-01 08:57:02
512.00,3,2025-06-01 08:57:06
1264.00,4,2025-06-01 08:57:07
992.00,5,2025-06-01 08:57:09
1120.00,4,2025-06-01 08:57:10
288.00,4,2025-06-01 08:57:11
224.00,1,2025-06-01 08:57:14
1632.00,4,2025-06-01 08:57:16
1056.00,3,2025-06-01 08:57:19
1184.00,4,2025-06-01 08:57:20
976.00,1,2025-06-01 08:57:22
1088.00,4,2025-06-01 08:57:23
672.00,4,2025-06-01 08:57:24
1216.00,5,2025-06-01 08:57:26
1664.00,2,2025-06-01 08:57:28
192.00,1,2025-06-01 08:57:31
1376.00,3,2025-06-01 08:57:34
1824.00,4,2025-06-01 08:57:35
1488.00,1,2025-06-01 08:57:36
1184.00,3,2025-06-01 08:57:37
512.00,4,2025-06-01 08:57:38
288.00,1,2025-06-01 08:57:41
768.00,4,2025-06-01 08:57:42
864.00,5,2025-06-01 08:57:44
1152.00,2,2025-06-01 08:57:45
512.00,2,2025-06-01 08:57:47
512.00,4,2025-06-01 08:57:48
1088.00,5,2025-06-01 08:57:50
864.00,3,2025-06-01 08:57:54
2256.00,1,2025-06-01 08:57:57
2512.00,5,2025-06-01 08:58:00
1440.00,1,2025-06-01 08:58:02
480.00,5,2025-06-01 08:58:03
768.00,5,2025-06-01 08:58:06
384.00,1,2025-06-01 08:58:12
1424.00,5,2025-06-01 08:58:16
1984.00,3,2025-06-01 08:58:17
768.00,2,2025-06-01 08:58:18
480.00,3,2025-06-01 08:58:20
1584.00,4,2025-06-01 08:58:23
1856.00,5,2025-06-01 08:58:24
